"","Ob","Type","MPG.highway","AirBags","DriveTrain","Cylinders","EngineSize","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Passengers","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","Make","PriceNew","average","level1","level2","level3","level4","level5","level6","level7","level8"
"1187",709,"Midsize",28,"Driver & Passenger","Front","5",2.4,168,6200,2310,"Yes",19.3,5,184,105,69,38,30,15,3245,"non-USA","Volvo 850",30899.06749,29207.9166065217,0,0,0,0,1,0,0,0
"1188",1023,"Midsize",28,"Driver & Passenger","Front","5",2.4,168,6200,2310,"Yes",19.3,5,184,105,69,38,30,15,3245,"non-USA","Volvo 850",30899.06749,29207.9166065217,0,0,0,0,1,0,0,0
"1189",971,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",26929.83309,29355.029520625,0,0,0,0,1,0,0,0
"1190",81,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",27014.33876,29355.029520625,0,0,0,0,1,0,0,0
"1191",659,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",27014.33876,29355.029520625,0,0,0,0,1,0,0,0
"1192",260,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",27937.51238,29355.029520625,0,0,0,0,1,0,0,0
"1193",1443,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",28396.60271,29355.029520625,0,0,0,0,1,0,0,0
"1194",927,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",28687.39364,29355.029520625,0,0,0,0,1,0,0,0
"1195",16,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",29263.42455,29355.029520625,0,0,0,0,1,0,0,0
"1196",601,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",29686.43154,29355.029520625,0,0,0,0,1,0,0,0
"1197",859,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",29686.43154,29355.029520625,0,0,0,0,1,0,0,0
"1198",983,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",30092.54918,29355.029520625,0,0,0,0,1,0,0,0
"1199",432,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",30187.58678,29355.029520625,0,0,0,0,1,0,0,0
"1200",1231,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",30371.29075,29355.029520625,0,0,0,0,1,0,0,0
"1201",7,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",30864.43486,29355.029520625,0,0,0,0,1,0,0,0
"1202",368,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",30864.43486,29355.029520625,0,0,0,0,1,0,0,0
"1203",1352,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",30893.71023,29355.029520625,0,0,0,0,1,0,0,0
"1204",440,"Midsize",24,"Driver only","Front","6",3,185,5200,2325,"Yes",18.5,5,188,103,70,40,27.5,14,3510,"non-USA","Lexus ES300",31790.1587,29355.029520625,0,0,0,0,1,0,0,0
"1205",711,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",27569.6242,30219.949349375,0,0,0,0,0,1,0,0
"1206",937,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",27569.6242,30219.949349375,0,0,0,0,0,1,0,0
"1207",347,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",28478.12855,30219.949349375,0,0,0,0,0,1,0,0
"1208",1006,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",29713.19887,30219.949349375,0,0,0,0,0,1,0,0
"1209",1052,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",29713.19887,30219.949349375,0,0,0,0,0,1,0,0
"1210",648,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",30267.49021,30219.949349375,0,0,0,0,0,1,0,0
"1211",226,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",30297.21093,30219.949349375,0,0,0,0,0,1,0,0
"1212",244,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",30297.21093,30219.949349375,0,0,0,0,0,1,0,0
"1213",154,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",30492.53271,30219.949349375,0,0,0,0,0,1,0,0
"1214",945,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",30588.07565,30219.949349375,0,0,0,0,0,1,0,0
"1215",267,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",30712.10227,30219.949349375,0,0,0,0,0,1,0,0
"1216",23,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",31408.65262,30219.949349375,0,0,0,0,0,1,0,0
"1217",824,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",31408.65262,30219.949349375,0,0,0,0,0,1,0,0
"1218",1196,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",31442.46218,30219.949349375,0,0,0,0,0,1,0,0
"1219",1208,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",31442.46218,30219.949349375,0,0,0,0,0,1,0,0
"1220",1355,"Compact",26,"Driver only","Front","4",2.1,140,6000,2910,"Yes",18,5,184,99,67,37,26.5,14,2775,"non-USA","Saab 900",32118.5626,30219.949349375,0,0,0,0,0,1,0,0
"1221",66,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",29134.58606,30405.2098190476,0,0,0,0,0,1,0,0
"1222",1178,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",29134.58606,30405.2098190476,0,0,0,0,0,1,0,0
"1223",871,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",29227.28481,30405.2098190476,0,0,0,0,0,1,0,0
"1224",1230,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",29456.61457,30405.2098190476,0,0,0,0,0,1,0,0
"1225",196,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",29511.41986,30405.2098190476,0,0,0,0,0,1,0,0
"1226",1141,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30005.44061,30405.2098190476,0,0,0,0,0,1,0,0
"1227",1044,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30015.61403,30405.2098190476,0,0,0,0,0,1,0,0
"1228",1223,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30015.61403,30405.2098190476,0,0,0,0,0,1,0,0
"1229",1336,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30015.61403,30405.2098190476,0,0,0,0,0,1,0,0
"1230",1227,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30562.27086,30405.2098190476,0,0,0,0,0,1,0,0
"1231",840,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30602.32565,30405.2098190476,0,0,0,0,0,1,0,0
"1232",1282,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30602.32565,30405.2098190476,0,0,0,0,0,1,0,0
"1233",1238,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30712.18054,30405.2098190476,0,0,0,0,0,1,0,0
"1234",1013,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",30918.08518,30405.2098190476,0,0,0,0,0,1,0,0
"1235",175,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31072.71118,30405.2098190476,0,0,0,0,0,1,0,0
"1236",725,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31072.71118,30405.2098190476,0,0,0,0,0,1,0,0
"1237",318,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31151.26017,30405.2098190476,0,0,0,0,0,1,0,0
"1238",669,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31151.26017,30405.2098190476,0,0,0,0,0,1,0,0
"1239",1253,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31151.26017,30405.2098190476,0,0,0,0,0,1,0,0
"1240",464,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31353.82419,30405.2098190476,0,0,0,0,0,1,0,0
"1241",853,"Compact",26,"Driver only","Front","6",2.8,172,5500,2280,"Yes",16.9,5,180,102,67,37,28,14,3375,"non-USA","Audi 90",31642.4172,30405.2098190476,0,0,0,0,0,1,0,0
"1242",1271,"Large",26,"Driver only","Front","6",3.3,147,4800,1785,"No",16,6,203,110,69,44,36,17,3570,"USA","Chrysler Imperial",29081.9152,31247.93845,0,0,0,0,0,1,0,0
"1243",846,"Large",26,"Driver only","Front","6",3.3,147,4800,1785,"No",16,6,203,110,69,44,36,17,3570,"USA","Chrysler Imperial",30894.5211,31247.93845,0,0,0,0,0,1,0,0
"1244",1334,"Large",26,"Driver only","Front","6",3.3,147,4800,1785,"No",16,6,203,110,69,44,36,17,3570,"USA","Chrysler Imperial",32273.76471,31247.93845,0,0,0,0,0,1,0,0
"1245",901,"Large",26,"Driver only","Front","6",3.3,147,4800,1785,"No",16,6,203,110,69,44,36,17,3570,"USA","Chrysler Imperial",32741.55279,31247.93845,0,0,0,0,0,1,0,0
"1246",291,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",30911.99956,31929.658343,0,0,0,0,0,1,0,0
"1247",699,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",31227.3289,31929.658343,0,0,0,0,0,1,0,0
"1248",366,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",31239.55437,31929.658343,0,0,0,0,0,1,0,0
"1249",1210,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",31239.55437,31929.658343,0,0,0,0,0,1,0,0
"1250",63,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",31492.37216,31929.658343,0,0,0,0,0,1,0,0
"1251",898,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",31492.37216,31929.658343,0,0,0,0,0,1,0,0
"1252",678,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",31858.4623,31929.658343,0,0,0,0,0,1,0,0
"1253",29,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",33236.57085,31929.658343,0,0,0,0,0,1,0,0
"1254",1405,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",33236.57085,31929.658343,0,0,0,0,0,1,0,0
"1255",355,"Midsize",30,"Driver only","Rear","4",3.5,208,5700,2545,"Yes",21.1,4,186,109,69,39,27,13,3640,"non-USA","BMW 535i",33361.79791,31929.658343,0,0,0,0,0,1,0,0
"1256",379,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",31005.95322,33252.9305578571,0,0,0,0,0,1,0,0
"1257",625,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",31181.25737,33252.9305578571,0,0,0,0,0,1,0,0
"1258",1367,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32280.87384,33252.9305578571,0,0,0,0,0,1,0,0
"1259",1397,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32313.51664,33252.9305578571,0,0,0,0,0,1,0,0
"1260",1403,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32313.51664,33252.9305578571,0,0,0,0,0,1,0,0
"1261",743,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32467.21699,33252.9305578571,0,0,0,0,0,1,0,0
"1262",408,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32503.96843,33252.9305578571,0,0,0,0,0,1,0,0
"1263",373,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32726.12191,33252.9305578571,0,0,0,0,0,1,0,0
"1264",544,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32726.12191,33252.9305578571,0,0,0,0,0,1,0,0
"1265",1028,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32726.12191,33252.9305578571,0,0,0,0,0,1,0,0
"1266",1069,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32726.12191,33252.9305578571,0,0,0,0,0,1,0,0
"1267",1294,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32858.09614,33252.9305578571,0,0,0,0,0,1,0,0
"1268",920,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",32890.54596,33252.9305578571,0,0,0,0,0,1,0,0
"1269",118,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",33219.10306,33252.9305578571,0,0,0,0,0,1,0,0
"1270",966,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",33219.10306,33252.9305578571,0,0,0,0,0,1,0,0
"1271",43,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",33430.49863,33252.9305578571,0,0,0,0,0,1,0,0
"1272",1308,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",33430.49863,33252.9305578571,0,0,0,0,0,1,0,0
"1273",462,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",33474.61417,33252.9305578571,0,0,0,0,0,1,0,0
"1274",1341,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",33938.52093,33252.9305578571,0,0,0,0,0,1,0,0
"1275",99,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34085.17537,33252.9305578571,0,0,0,0,0,1,0,0
"1276",540,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34085.17537,33252.9305578571,0,0,0,0,0,1,0,0
"1277",445,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34132.21632,33252.9305578571,0,0,0,0,0,1,0,0
"1278",610,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34386.79853,33252.9305578571,0,0,0,0,0,1,0,0
"1279",1255,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34386.79853,33252.9305578571,0,0,0,0,0,1,0,0
"1280",916,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34392.29146,33252.9305578571,0,0,0,0,0,1,0,0
"1281",298,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34441.72669,33252.9305578571,0,0,0,0,0,1,0,0
"1282",1269,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34870.051,33252.9305578571,0,0,0,0,0,1,0,0
"1283",1319,"Compact",29,"Driver only","Rear","4",2.3,130,5100,2425,"Yes",14.5,5,175,105,67,34,26,12,2920,"non-USA","Mercedes-Benz 190E",34870.051,33252.9305578571,0,0,0,0,0,1,0,0
"1284",797,"Sporty",25,"Driver only","Rear","rotary",1.3,255,6500,2325,"Yes",20,2,169,96,69,37,19,10,2895,"non-USA","Mazda RX-7",34306.8226,34306.8226,0,0,0,0,0,1,0,0
"1285",1398,"Sporty",25,"Driver only","Rear","rotary",1.3,255,6500,2325,"Yes",20,2,169,96,69,37,19,10,2895,"non-USA","Mazda RX-7",34306.8226,34306.8226,0,0,0,0,0,1,0,0
"1286",1239,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",33745.26832,35512.35191,0,0,0,0,0,1,0,0
"1287",69,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",33939.74834,35512.35191,0,0,0,0,0,1,0,0
"1288",1388,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34399.12981,35512.35191,0,0,0,0,0,1,0,0
"1289",297,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34400.5254,35512.35191,0,0,0,0,0,1,0,0
"1290",603,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34400.5254,35512.35191,0,0,0,0,0,1,0,0
"1291",1025,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34522.7994,35512.35191,0,0,0,0,0,1,0,0
"1292",1095,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34585.35055,35512.35191,0,0,0,0,0,1,0,0
"1293",262,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34719.34297,35512.35191,0,0,0,0,0,1,0,0
"1294",939,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34719.34297,35512.35191,0,0,0,0,0,1,0,0
"1295",1248,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34719.34297,35512.35191,0,0,0,0,0,1,0,0
"1296",1118,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",34858.67364,35512.35191,0,0,0,0,0,1,0,0
"1297",91,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",35468.98208,35512.35191,0,0,0,0,0,1,0,0
"1298",526,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",35468.98208,35512.35191,0,0,0,0,0,1,0,0
"1299",1228,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",35756.48699,35512.35191,0,0,0,0,0,1,0,0
"1300",994,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",35907.76432,35512.35191,0,0,0,0,0,1,0,0
"1301",652,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",36427.77183,35512.35191,0,0,0,0,0,1,0,0
"1302",751,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",36427.77183,35512.35191,0,0,0,0,0,1,0,0
"1303",1080,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",36427.77183,35512.35191,0,0,0,0,0,1,0,0
"1304",130,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",36817.3184,35512.35191,0,0,0,0,0,1,0,0
"1305",1249,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",37196.40452,35512.35191,0,0,0,0,0,1,0,0
"1306",460,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",37291.59676,35512.35191,0,0,0,0,0,1,0,0
"1307",1371,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",37291.59676,35512.35191,0,0,0,0,0,1,0,0
"1308",1459,"Midsize",25,"Driver & Passenger","Front","6",3.2,200,5500,2335,"Yes",18,5,195,115,71,38,30,15,3560,"non-USA","Acura Legend",37291.59676,35512.35191,0,0,0,0,0,1,0,0
"1309",1091,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",34438.87968,36174.806408125,0,0,0,0,0,1,0,0
"1310",1086,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",34445.83398,36174.806408125,0,0,0,0,0,1,0,0
"1311",1350,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",35191.58128,36174.806408125,0,0,0,0,0,1,0,0
"1312",1067,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",35313.12812,36174.806408125,0,0,0,0,0,1,0,0
"1313",388,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",35624.63439,36174.806408125,0,0,0,0,0,1,0,0
"1314",1393,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",35642.76012,36174.806408125,0,0,0,0,0,1,0,0
"1315",377,"Midsize",26,"Driver & Passenger","Front","6",3.8,160,4400,1835,"No",18.4,6,205,109,73,42,30,19,3695,"USA","Lincoln Continental",36002.65291,36174.806408125,0,0,0,0,0,1,0,0
